channel	video_id	title
PlayPoi	heW01H1aDGI	Highlights from Swiss Poi-and-Yoga 2011.
PlayPoi	vt6JT44kdig	More Reasons Go Play Poi with Friends!
PlayPoi	Ht37-D1DMkg	Love Nick? Buy Nick's book!
PlayPoi	BaM-Xqs2wc8	Announcement! Love Playpoi? Watch this video!
PlayPoi	e8amVD09fV0	Practicing Extreme Ranges Safely when Poi Spinning
PlayPoi	FU3qzzCq6II	Balancing Poi Movement
PlayPoi	Yo3RShPdA4E	Good Movement Patterning for Poi Spinning
PlayPoi	nxzIKTCy24k	Common Causes of Poi Injuries
PlayPoi	AUMSM1-g7To	Good Pain Vs Bad Pain When Spinning Poi
PlayPoi	JzwdQs_DOsk	Introducing the Poi and Your Health Section
PlayPoi	CadW3VTHLxg	Getting Ready for the Poi Beginner Series: Learning to Cross One Poi Backwards
PlayPoi	IEQ4PhK7QKE	Costa Rica River Adventure: To Swim or Not to Swim?
PlayPoi	gFEIS8dMS6o	Bali Fire Poi Dance Improv
PlayPoi	B-6yT_YAavU	Learn A Group Poi Dance With Playpoi and LOOOOP!
PlayPoi	sYiMjOhL8KE	Poi Lesson: Loving the 5-Beat Weave
PlayPoi	q75HHH1_8l4	Gear Review: NinjaPoi vs G2 Flowlights
PlayPoi	AyhqijCkxUE	New Leashes from Flowtoys: Floops!
PlayPoi	txc2hWwwhzI	Gear Review: New Fire Poi from HoP
PlayPoi	ry9X6Wqbqhc	Split-time hip reels (AKA watermill) and the MISSING REELS!
PlayPoi	YbhN9MNat6k	Posture for Poi and Flow Arts with Kinesiologist Sarah Hamilton
PlayPoi	KDFfbsJ_Xvk	Poi Lesson: Nick's Favourite Stalling Pattern
PlayPoi	7TiYlUjLGUw	Poi Lesson: Getting Stalls Started
PlayPoi	Ln9RlJPaU9w	Poi Lesson: Crosspoints and How to Use them
PlayPoi	0AIvUkC_Oxs	Poi Spinning Lesson: Turning with Behind the Back Weaves
PlayPoi	qmadXgq2Zc0	Poi Lesson: Backward 5-Beat Weave and BTB 5-Beat Weave
PlayPoi	sPFYB4iAv2g	Poi Buzzsaws Tutorial: Learning, Turning, and Mastering
PlayPoi	cWXo-rW4R0k	Poi Spinning Tutorial: Turnies on a Wall Plane
PlayPoi	aHc-ObBbsLM	Partner Poi Spinning: 3-Beat Weave Tutorial
PlayPoi	-JK6U5RGI14	Partner Poi Spinning: Maintaining Split-time and Same-time Tutorial
PlayPoi	U09bPuf4p1k	Partner Poi: Getting Started: Partners, Props, and Communication Tutorial
PlayPoi	mfwMZr547d8	Partner Poi: Learning Fundamental Rhythms with Arms Tutorial
PlayPoi	Va6t27iwFSo	Partner Poi: Exploring Various Positions with 3-Beat Weaves Tutorial
PlayPoi	-ZqyrAIOCfY	Partner Poi: Transitions from 4-Beat Weaves to 3-beat Weaves Tutorial
PlayPoi	S7SNQnzADLc	Partner Poi: 4-Beat Crossed-Weave Tutorial
PlayPoi	5FpR4ZubIs4	Partner Poi: Over and Under (Beginner to Intermediate Tutorial)
PlayPoi	hyRlfg9kBs8	Toroflux Attack!
PlayPoi	AroHswQdF5U	Poi Spinning Lesson: Wrapping Up for Short Poi (Intermediate Tutorial)
PlayPoi	QKq9BfQGyIA	Poi Spinning Lesson: The Antispin Fountain (Intermediate to Advanced Tutorial)
PlayPoi	xHP5TosoQR4	Choosing Your First Poi: Length, Weight, and Grip (Poi Equipment Tutorial)
PlayPoi	0CPIvvFHPVw	Poi Fu: Split-Time Opposites with your Arms, with Turns
PlayPoi	3P23CzPU2b4	Poi Fu: Poitruvian Man with Poi and Transitions
PlayPoi	86Uu-Kz-NRQ	Poi Fu: Circling your Arms in Opposite Directions, with Turns, Gracefully
PlayPoi	7ctDqP3H7Go	Poi-Fu: Turning with Extended Split-Time Arms Forwards to Backwards
PlayPoi	rGW6MZEM1N0	Poi-Fu! Circular Stepping for Poi, with Partners
PlayPoi	k8VyGuHmAIw	Poi Fu: Introducing Poitrovian Arms
PlayPoi	obZTp6LAHQo	Poi-Fu: 3 things everyone should be able to do with their arms
PlayPoi	Le71dFHo49U	Playpoi Poi Dancing Retreat Highlights!
PlayPoi	GpVN6Px9R5U	poi hipsacks update (equipment review)
PlayPoi	VZTZtZgnixU	Poi Spinning Lesson: Floating Triquetras (AKA "Time Flies")
PlayPoi	r54eA9q5NAc	Playpoi Vlog:  Swiss Poi Spinning Retreat 2010
PlayPoi	utSSvlKZF6s	Poi Spinning Lesson: Pendulum Antispin Swooshy Uppy Thing (AKA "Tick-Tock"))
PlayPoi	sxTgtrI_4R0	Light at the End of the (Poi) Tunnel: Poi Spinning at it's Best
PlayPoi	NmWUMf0UIj8	New Modular System LED Toys by Flowtoys (poi equipment review)
PlayPoi	zkXIYF2PbvQ	100% More Poi Spinning
PlayPoi	ddSFXibxGvE	The Great Bali Poi Mapping Adventure Vlog #2.5: Big Rain!
PlayPoi	wD-TvkpESyQ	The Great Bali Poi Mapping Adventure Vlog 2: Poop Coffee (and 100% more ducks!)
PlayPoi	6HmUEWEftpQ	The Great Bali Poi Mapping Adventure Blog #1
PlayPoi	t9-Mi3XAJD4	Finding the G Spot on the Beach (advanced poi spinning music video tutorial)
PlayPoi	BStW3sZIInc	Fancy Slackline with Pav
PlayPoi	UD52dJHa0Zg	Slackline: What to do once you can walk
PlayPoi	ZbHJsfISIOM	Slackline: Getting Started and Taking your First Steps
PlayPoi	mJFCFRZ4m9U	Fire Spinning in Bali, March 2010
PlayPoi	nlWRe-yKv8Y	From Bali with Fire Poi
PlayPoi	zXZyoD_GzQs	Playpoi in Bali
PlayPoi	OQJdmOhSsXU	Costa Rica Flow: Fire Poi in Paradise
PlayPoi	yyyEfzmfRFA	Announcing the Playpoi T-Shirts
PlayPoi	k-wsVvP6tGY	The Beautiful thing About Ashes (Fire Poi Dance)
PlayPoi	-USZKB6KtW0	Beginner Poi Dancing Lesson: The First Thing You Should Do With Your Poi
PlayPoi	6DtZUMshMT0	Encyclo-Poi-dia 2 DVD trailer
PlayPoi	y8n78W_DwEg	SLACKLINE: The Coolest Thing Since Poi!
PlayPoi	Q_MlUycKzQ4	Poi Spinning Tutorial: Learning Flowers (Intermediate)
PlayPoi	G_Uh1OsVo5M	Poi Dance Lesson: Stalling and Cubing (Advanced)
PlayPoi	O0bJYLmI7HQ	Poi Dance Lesson: No Beat Windmill (Intermediate)
PlayPoi	ONWYiCmrmIg	Poi Lesson: Whirling and Footwork (with extended VJlucidTV visual remix)
PlayPoi	AyhN3qzHoag	Poi Dancing Tutorial - How to Spin Triquetras (Intermediate)
PlayPoi	jhqPTAB-1CE	Gear Review: Pro Series Chain Cords from HoP
PlayPoi	0anSMpb17MM	Poi Spinning Tutorial ~ Wall Plane Flowers (Advanced)
PlayPoi	_obl7KD8YSI	Poi Spinning Tutorial - How to Learn the Fountain (beginner)
PlayPoi	5MMtyouJ8JA	Flow Temple Promo: Hone Your Own Flow
PlayPoi	87h6aygvFx8	Alien Jon Spinning in Airport
PlayPoi	eQ_dOugQ-Ck	Poi Tutorial: Advanced 2 Beat Weave (Intermediate)
PlayPoi	nYZjEh0mwtE	Poi Spinning Lesson: How to Beautify Butterflies (Intermediate)
PlayPoi	VLiqczij96g	The (not) 1.5 Beat Unweave (AKA Pendulum Weaves)
PlayPoi	ARSeGCjCcPA	Poi Spinning: More Thoughts on the 4 X 4 Fountain (intermediate)
PlayPoi	UFUcu3gcUmc	Ball Bearing Swivels now on Homeofpoi.com!
PlayPoi	gwKuooPwdG8	Beach Vlog: Triquetra/Extension Mode Switches
PlayPoi	lAmPEXL2odI	Making Double Staffs
PlayPoi	jDntXTa-izI	Poi Spinning Lesson: Behind The Back Weave (Advanced)
PlayPoi	uENzAGaaG2s	Poistory: Fire spinning with Nick and Yuta.
PlayPoi	iFrUvTBRXkI	Gear Review: Erik's Flag Poi! (And the Mirror Incident)
PlayPoi	eP6Owqnxa0E	Poi Dancing Lesson: Playing Along the Tracks Split-Time
PlayPoi	QVkMUNpRgZc	Playpoi ~ Show Your Poi with Brandon
PlayPoi	3i2H8D_8ml0	It's my birthday!
PlayPoi	-duxDz17sFs	Playpoi Retreat Promo - Costa Rica
PlayPoi	eYlDB-bYiRk	Fire Spinning at the Yoga Barn with Wah!
PlayPoi	gwrBXcMt8Ic	The History of Poi Dancing
PlayPoi	uJqG-R_OEc0	Beginner Poi Spinning Lesson: The Fountain
PlayPoi	pKbOCWhcBjA	Going Beyond the Poi Spinning Basics
PlayPoi	WYVagA81q-Q	Beginner Poi Spinning Lesson: Commentary on Placing a Poi
PlayPoi	lNZYe4HcQCY	Poi Dancing Lesson: Turning Freely with Split-time Opposites
PlayPoi	G4FftUPfsdA	Beginner Poi Spinning Lesson: Commentary on Turning with the Weaves
PlayPoi	Se6_PU3d684	Beginner Poi Lesson: Commentary on One-Handed Butterfly
PlayPoi	xZ72M_g1xi8	Poi Basics Beginner Series: How to Learn Poi with Ease
PlayPoi	vZ48H3FDBLA	Beginner Poi Dancing Lessons: Commentary on the Reel Turns
PlayPoi	JC_GQEz6jCo	Beginner Poi Dancing Lesson: Commentary on Turning with One Poi
PlayPoi	_exXwIcLG1g	Yalang Yalang Fire Spinning Show
PlayPoi	lbcPPDbvCyQ	Beginner Poi Dancing Lesson: Linking Weaves and Butterflies
PlayPoi	tnLMjAD7_0k	Nick Vs Yuta: Poi Spinning Showdown in Tokyo
PlayPoi	zRWZeWkuQnU	Beginner Poi Dancing Lesson: Fun things with Butterfly
PlayPoi	vGQIq45wygA	Beginner Poi Dancing Lesson: Linking Weaves and WIndmills
PlayPoi	cmtCuyvQGOs	Beginner Poi Dancing Lesson: Split-Time Butterfly
PlayPoi	O0S7ifaIpLs	Beginner Poi Dancing Lesson: Variables of Butterfly Turns
PlayPoi	DxNFAqhvboE	Beginner Poi Dancing Lesson: Playing Along the Tracks, Opposites
PlayPoi	U39RgO0MSWs	Beginner Poi Spinning Lesson: Whirling with Reels
PlayPoi	-o_kPvsXgqA	Beginner Poi Spinning Lesson: Corkscrew and Windmill
PlayPoi	Bwg2Xz_CH3Q	Beginner Poi Spinning Lesson: Linking the Weaves
PlayPoi	5RA_LmXv9fg	Beginner Poi Spinning Tutorial: Threading the Needle
PlayPoi	_hziC6hJ7ps	Beginner Poi Spinning Tutorial: Stalls and Speeds 103
PlayPoi	EO2H1Io-t8M	Adventures in Poi: The Trailer
PlayPoi	5jUFjEh0Trw	Beginner Poi Spinning Tutorial: Passing the Poi Over Your Head
PlayPoi	Ky85zHnsCug	Beginner Poi Spinning Tutorial: Backwards 3-Beat Weave
PlayPoi	X1w77tSXcw0	Beginner Poi Spinning Tutorial: Linking the Reels
PlayPoi	HmJ_moVKbJI	Beginner Poi Spinning Lessons: Playing Along the Tracks
PlayPoi	75Hw1LL-wS4	Beginner Poi Spinning Lesson: Crosspoints
PlayPoi	KRzOpUpws3s	Beginner Poi Spinning Lesson: Planes - Saloon Doors
PlayPoi	G83_7TmI-_M	Beginner Poi Spinning Tutorial: Hand Positions Behind the Back
PlayPoi	0d6GbRsiPJA	Green Fire for Poi, Staff, Whip
PlayPoi	qiBei0PGjvw	Beginner Poi Spinning Tutorial: The Butterfly
PlayPoi	jrhtpLHwifo	When Circles Dream Remix: Poi Dancing Performance
PlayPoi	PiGuTsaoE1w	Beginner Poi Spinning Tutorial: Forward 3-Beat Weave
PlayPoi	I-MRaPBjpMg	Beginner Poi Spinning Tutorial: Stalls and Speeds
PlayPoi	m7-gLGOqq5g	Beginner Poi Spinnig Lesson: Planes 102
PlayPoi	xm_sw1KePHg	Beginner Poi Spinning Tutorial: Forward 2-Beat Weaves
PlayPoi	msa0Rb0YkAE	Beginner Poi Spinning Lesson: Crossing Poi Same Time
PlayPoi	r4-8yrkHEbQ	Beginner Poi Spinning tutorial: Same Time Turns (Hip Reels)
PlayPoi	HfWtSAvsZaE	Beginner Poi Spinning Lesson: 4 Basic Modes
PlayPoi	mUKul-hUPwM	Beginner Poi Dancing Lesson: Crossing and Turning with One Poi
PlayPoi	y6ebQrkonZM	Beginner Poi Dancing Lesson: Playing with Planes
PlayPoi	B9VHTcIZZnk	Aventures in Poi: The Making Of!
PlayPoi	2FUORcljm4U	Poi Dancing Basics: Shortening Your Poi
PlayPoi	eApA8G612J4	Poi Dancing Basics: Direction of Spin
PlayPoi	qcyddMTOFn0	Poi Spinning Basics: Exploring the Tracks
PlayPoi	c6JaAhyhqfY	Poi Spinning Basics: Holding Your Poi
PlayPoi	eAqsMwLycok	Poi Spinning Basics: Getting Your Bearings
PlayPoi	H-P7a7096rE	Crystal Poi Update (now with Flowlight Handles)
PlayPoi	jEQeA6N-d_o	Gear Review: Cone Poi from HoP
PlayPoi	5JbSP88YKsg	Double Figure Eights with Banyan
PlayPoi	flGMWZYh21c	My Personal Fire Poi
PlayPoi	ndhYrszJ9f0	Nick's Book: Emails from (Over?) the Edge
PlayPoi	F_EWIUbeEWo	Double-Staff Spinning Lesson: Stalls
PlayPoi	g7rcP_VXRuA	Double Staffs with Banyan: Reels
PlayPoi	mpiucBFP6VA	Staff Basics with Banyan
PlayPoi	1CMEgxwOVwQ	Poi Hipsacks
PlayPoi	HddAqN4DwBo	Definition of the Poi Basics
PlayPoi	jwMOtchpP8A	How to Make Sock Poi for Poi Spinning
PlayPoi	Zr1OEZHvRr8	Poi Spinning Tutorial: How to Learn Waistwraps (Advanced)
PlayPoi	Om2UEA3dmRQ	Poi Spinning Lesson: How to Learn Hybrids (Advanced)
PlayPoi	zJR6SeaWUD8	Clips from Cortona Fire Show
PlayPoi	lHXCxOiTyUg	How to Make and Use Colecord-Poi
PlayPoi	7y1lCWnxECk	Getting Started with Double-Staffs
PlayPoi	KzwJgYHC3XQ	How to Make a Meteor
PlayPoi	TCdZLPfiR3Q	Polish Poi Questions Part 2
PlayPoi	Byh5n6As1cM	Poi Transitions: Turning with the 3-Beat Weaves
PlayPoi	SUeQgcIw7-w	Getting started with Meteor
PlayPoi	A2MH1qIrWQ8	Eat Drew's Book!
PlayPoi	XE53gwX__Aw	Visiting Sam at Feuershow HQ
PlayPoi	eNW26xNC75E	Polish Poi Questions: Part 1
PlayPoi	QsNQBZsYiOQ	Poi Spinning Tutorial: The Atomic Weave (Advanced)
PlayPoi	PEjxaSldL0E	Nick and Yuta #2: (Fire) Poi Story
PlayPoi	k85esuPfIM0	Poi Spinning Video: The Anti-Spin Weave (Advanced)
PlayPoi	Qe8kdiNpO1c	4-beat windmill, matrix move, colecord, and more...
PlayPoi	nGeFj65pnlI	Poi Spinning Lesson: 4-Beat TTN and Butterfly Weaves (Advanced)
PlayPoi	LxuBF2iZuv4	Poi Tutorial: How to Spiral Wrap (Intermediate to Advanced)
PlayPoi	mrY4TwACjcQ	Poi Dancing Lesson: How to do Crossers (Intermediate)
PlayPoi	q5TfLSMr8QE	Poi Dancing Tutorial: How to Learn Isolations (Intermediate)
PlayPoi	UXJaMevBPXs	Poi Flowers: Tips from a Workshop in a Land Far Away...
PlayPoi	fzjJc4vY4Tg	Dancing with Flowtoys LED Poi!
PlayPoi	PyUPclD5DEk	Poi Spinning Tutorial: How to Learn Hyperloops
PlayPoi	npWNx_YaDOE	Poi Spinning Lesson: Isolated 3-Beat Weave
PlayPoi	GpNYuEv6fTQ	Poi Spinning Lesson: Orbitals (AKA Superduperuberloops)
PlayPoi	HPo2lVZiqJc	Poi Spinning Tutorial: Under the Legs (Intermediate)
PlayPoi	z9PvtqbU8zQ	Poi Dancing Tutorial: 5-beat weaves and related theory (Intermediate)
PlayPoi	ObeWAuKi4IM	Poi Dancing Lesson: Behind-the-Back Weave
PlayPoi	V0QghObtkC8	Making Art in Bali
PlayPoi	ztn2AYaeGdA	Why I love Bali #1
PlayPoi	Du4jDIUuvDs	Nick Strips for Money
PlayPoi	RRO8ekBrAvE	Show your Poi!
PlayPoi	eb3D13Wz-mA	Poi Showdown: Nick Vs Yuta
PlayPoi	S0oCkacUq-8	Fire Poi: The Nictator meets Ronopotamus
PlayPoi	YUhdgAVRPdw	Traditional Maori Poi Dancing with Migoto
PlayPoi	3921roKHiF0	Skill Toys and your Health
PlayPoi	2oJEew2Lxic	Poi Outlaw Story
PlayPoi	XDKw-zl_dJc	Poi by Ronan
PlayPoi	J2PC2eU2Gf0	Fire Balloons at a temple party in Pai
PlayPoi	-aiE3x_Ay2k	Yuta in the Park with Poi
PlayPoi	PsZinyyJrFo	Matt Terry Part 2: Poi Twists
PlayPoi	4XiwnxHV2xU	Matt Terry Part 1: Poi Wibbling
PlayPoi	T5tcihGp0uQ	Poi: Unexpected Interview
PlayPoi	I-sCXbZ4slc	The Secret of Poi Flowers (Intermediate to Advanced Tutorial)
PlayPoi	ypvk_lZ--TY	Bob and Hamen's Excellent Poi Dancing Documentary
PlayPoi	ehDAI_mWHYc	Poi Dancing: When Circles Dream
PlayPoi	gFm4EFrwrsQ	turning with mexican waves
PlayPoi	_eeF6el3uNA	Poi spinning: clockwork!
PlayPoi	QYGckdld7iQ	Poi spinning: how to combine triquetras and inspins!
PlayPoi	keUdDL8iLZ0	Learning triquetras with poi
PlayPoi	M5-VGGdDFnE	Turning with flowers: crosspoints and "beats"
PlayPoi	-lLv4j8VULY	Poi dance: how to learn flowers by mastering crosspoints and "beats"
PlayPoi	ZwXn1yVb3nY	Learn and Master the Fundamentals of Poi Dancing
PlayPoi	nD6d1radwHE	Fire poi musicality
PlayPoi	w3HHBe99QbM	Musicality with Fire Poi
PlayPoi	7_A8yUQJ-Nw	Musicality with Fire Poi at Leviathan
PlayPoi	nougc4eu85g	Fire poi dance at Leviathan 1
PlayPoi	8QbOTIauN1A	Poi dancing with musicality
PlayPoi	Wq5TyaCozPI	Getting started with poi-fu!
PlayPoi	LikUvLXuYtY	Musicality with 4-circle patterns
PlayPoi	KBK0CDNh5vU	Poi Rhythm and wall plane flowers!
PlayPoi	qW5qaV8isnA	Poi dance: jamming with the rhythm
PlayPoi	k3JD7UiCYTA	Poi musicality: Linking hip reels to shoulder reels, with rhythm
PlayPoi	8oQSbqpKcXI	3-beat weave to 4x4 music
PlayPoi	QtEeUOpIajA	Details on those LED poi I've been using
PlayPoi	q0qxzKrUdOo	Counting music to play with poi dance transitions
PlayPoi	RGQ_RR081tY	Musicality for Poi
PlayPoi	8I5dEzhQhbI	Poi dance: triquetra buzzsaw flower!
PlayPoi	29zHrTuZykQ	Poi flowers: opposites switchback combo
PlayPoi	Y2iP3bFclKA	Poi spinning flow
PlayPoi	_qo8xRK7OI8	Poi flowers: Arms same-ops, poi split-ops
PlayPoi	9QKELOZxyxc	Poi dancing: the 4x4 fountain can be a 6-inspin flower
PlayPoi	2SUX8XMT9Qo	Poi dancing: the 2x2x2x2 antispin fountain can be a 10-petal pattern!
PlayPoi	fGVCbBevep4	Poi inspin-antispin flower combination
PlayPoi	ve2tDHzkVRc	poi spinning: 8-petal antispin
PlayPoi	B2lDyziVBso	10 petal antispin poi flower
PlayPoi	krem3Aefklk	Poi flowers: 4-petal anti meets 2-petal inspin
PlayPoi	qAp5h_RglB4	Waves Crash. Poi flows.
PlayPoi	tKUfz0LSiX0	Poi practicing: footwork and legs
PlayPoi	zgKWsYuoHXs	Fire poi at Trout Lake
PlayPoi	zTdP0usjAJ4	Poi flow: Focus on legs
PlayPoi	pFPOpNyiYl0	Creekside Poi Flow
PlayPoi	LO8i9G1-pr8	Grooving with Visual Poi
PlayPoi	pymvIkBskIo	Creekside Poi Grooving
PlayPoi	y8183kSaRbc	Practicing my whirling with poi
PlayPoi	XExk8FDc0sI	Poi spinning: 10 petal antispin flower
PlayPoi	Wpeq1ELCyq4	Leviathan Poi Camp
PlayPoi	ux8oXopQ8Ls	Nick spinning fire, Cole Harbour, Vancouver
PlayPoi	Aokd_7uvIAk	Creekside poi flow
PlayPoi	6PCXSSdm4bM	Poi every day SHORT
PlayPoi	N-58XLLwZWo	Poi Flowers: Triquetra meets 1 inspin
PlayPoi	MiHnM4VfCDo	split-opposites poi flower sequence
PlayPoi	jTjhP4dJK-M	Patreon Vid #2
PlayPoi	CnqifjgBoBU	Tidepools and Coast in Costa Rica
PlayPoi	F6h78cLujDM	3-beat weave in a headstand... one step closer to my goal!
DrexFactor	2_w-Vaj0UIA	5 Meteor (Poi One Handed) Exercises to Improve Your Planes! (Intermediate Tutorial)
DrexFactor	cYyi5p6Fi2g	Ready or Not - Poi Light Show by Drex
DrexFactor	LtbMbOWrA-o	Staggered Stalls for Poi (Intermediate Tutorial)
DrexFactor	o92Y71RuYsw	5 Hand Independence Exercises for Poi
DrexFactor	XuZxejKSDDU	The Fourth Poi Tuck Turn
DrexFactor	5affzTBaWbg	Golden - Poi Light Dance by Drex
DrexFactor	7Rlv8k7-iQY	The Ultimate Poi Shoulder Workout!
DrexFactor	x-VwiD_vrCY	Learn Any Trick: 5 Steps to Teaching Yourself Poi Moves!
DrexFactor	QQ3s4oILmeY	Undercutting in the Flow Arts Explained--by a Nobel Prize!
DrexFactor	oDgOQd5oQ2U	The Most Useful Poi Trick You Don't Know!
DrexFactor	nxM0M-weAjY	No Broke Boys - Poi Light Dance
DrexFactor	2PJ058sSbvY	Secrets Revealed! 5 Tips of the Poi Pros
DrexFactor	hgXOO4RuwkM	Who We Are And How We Are Perceived
DrexFactor	ibt4wgE97rw	How To Count Music For Poi Dance - Beginners Guide!
DrexFactor	HSOU02YhckY	The Fate of Ophelia - Poi Light Show
DrexFactor	zcb1PHU3NH0	Flow with the Meltdown (Poi Dance Tutorial)
DrexFactor	lPwoAgaLQZ8	Drex Fire Poi - Fall Wildfire 2025
DrexFactor	JG2IJAAfXQU	Flowing with Zan's Diamond (Poi Dance Tutorial)
DrexFactor	qFkV7Tc5dGE	I Will Follow You Into the Dark - Poi Dance Fusion Performance
DrexFactor	7RnEj0UGXwc	Mystical Poi Flow � LED Contact Poi with Surreal Light Trails
DrexFactor	hlG5EH5e-GE	Top 5 Glowstringing Poi Tricks
DrexFactor	XBpWdAJ9FVs	Can you Choreograph Poi with Beginner Tricks?
DrexFactor	-8nLA5tHd3E	5 Tips to Become a Better Flow Arts Teacher
DrexFactor	UuHdMKBDx0E	Back to Friends - Poi Lightshow by Drex
DrexFactor	QPGypRKz8BU	This Idea Completely Changed My Flow!
DrexFactor	VQ7-y-imaR0	The Saddest Poi Tricks I Know
DrexFactor	pU5tswqeIbg	5 Things You Should Always Do When Learning a New Poi Trick
DrexFactor	3EupjaHVElU	Anxiety in Motion � LED Contact Poi Lightshow to Doechii's "Anxiety"
DrexFactor	_1pWTbeYKtU	5 Tips to Finally Break Out of Beginner Poi
DrexFactor	q__lNuay7oM	Poi Crossers Tutorial: How to Spin and Dance Through Your Arms
DrexFactor	T13GJtX-C98	How to Spin the Nevisoul � Poi Body Tracing Hybrid Tutorial
DrexFactor	p3TtDXfMWZk	I Learned a Cirque du Soleil Routine!
DrexFactor	LUdS2ZqwLdc	Poi Light Dance - Just Keep Watching LED Performance
DrexFactor	Ju1ItsmHJTQ	How to Choose Music for Choreography
DrexFactor	hgoH4aIzUE0	Easy Poi Transitions for Beginners
DrexFactor	vAKyOWFJYRU	Love Me Not Poi Dance Performance
DrexFactor	9ixmOwb1wV4	From Emotion to Expression: My Path to Creative Freedom
DrexFactor	nJ_2Wya2us4	Windmill Flow! Beginner Poi Choreography Tutorial
DrexFactor	nV1pbM_o-cY	5 Poi Dance Moves for Pirouettes
DrexFactor	XvoLc72sUeI	Are Your Poi Tethers Holding You Back?
DrexFactor	jcxBRY6Rrx0	Stall Chasers for Beginners & Beyond | Poi Flow Arts Tutorial
DrexFactor	hF27ZG4hdWw	Poi Spinning Hacks: 3 Tiny Tweaks That Make a Huge Difference
DrexFactor	Si2W3JA87uM	A Moment Apart - LED Poi Performance by Drex
DrexFactor	4jti0twjbM8	Poi Hip Reels Explained (Beginner Tutorial)
DrexFactor	QhEE-abxDu0	The Psychology of Confidence: How to Feel Less Self-Conscious
DrexFactor	vye_hNX6Ul0	Poi Light Dance - Flesh Without Blood LED Performance
DrexFactor	vGZlR3F0_6w	What Comes After Weaves? 3 Next-Level Poi Tricks to Unlock
DrexFactor	WzxJKgCf3DY	Try - Poi Performance by Drex
DrexFactor	AdzENFRH_xM	Poi Flow Performance - Please Please Please
DrexFactor	5qIsFY7CzXU	You're Doing Flowers Wrong! How to Fix Poi Mistakes
DrexFactor	iCMgpkT3q5E	How to do the Poi Fountain (Beginner Tutorial)
DrexFactor	kPUb7oqPkbw	How to Learn Anything Faster!
DrexFactor	NI_hVVGgf70	Poi Light Dance - Die With a Smile LED Performance
DrexFactor	xtfQMdyAMWI	Poi Musicality Tutorial: 5 Levels of Rhythm
DrexFactor	B1wJ9uylIRI	5 Steps to the Poi Behind The Back Weave (Reverse)
DrexFactor	2a8OyUUJWGE	Will FlowArts.io Change Everything? #FlowArts
DrexFactor	cYuUtFbGSqI	Poi Light Dance - Stand by You LED Performance
DrexFactor	aoAzALxSdGo	Programmable Poi Review: Pixel NG 48 by Ignis
DrexFactor	ENdAtOUadxE	Beginner Poi Workout: Hand Independence and Control Skills!
DrexFactor	YbiUPnYrpnk	The Best Beginner Poi Drill!
DrexFactor	mTpbZKbIIcI	Dynamic Poi Dance Performance � Taste by Sabrina Carpenter
DrexFactor	fgi4SJdDqgg	AI Generated Poi Dance Routine--and I spun to it!
DrexFactor	zQovCTWcHpg	How to Make Awesome Poi Light Shows - Basic Principles of LED Programming
DrexFactor	njNR0cjKflE	Add Trails on your Phone! (Ghost Trails for Poi Tutorial)
DrexFactor	6iVknY9Dz7I	6 vs 4-beat Fountains for Poi -- What's the Difference?
DrexFactor	Lxqq8lhFRXI	Lose Control - Poi Dance Performance by Drex
DrexFactor	Yg2K4eHlesY	Sympathy is a Knife - LED Poi Dance Performance
DrexFactor	6XwWNFHYIQo	We Pray - Poi Light Dance by Drex
DrexFactor	s_XcIJ7DXko	Nonsense Christmas - Poi Light Show
DrexFactor	bcAh91TAfjw	The Mystery of the Gen Z Flow Artists
DrexFactor	mqLNWjKThQ4	Poi Windmill Tutorial: 3 Ways to Learn!
DrexFactor	_fv9Cs6Q9TY	It's okay I'm okay - Poi Light Dance Performance
DrexFactor	GgP-SvCvsl4	Cyrille Humen: Poi Pioneer
DrexFactor	YRnpsUubJX4	Apt Light Show Dance (Ros� | Bruno Mars) - Poi Performance by Drex
DrexFactor	yGHeHr9wBrk	Isolations Made Easy - Poi Isolation Tutorial
DrexFactor	WTIqrwztGnk	The Emptiness Machine - Poi Light Show
DrexFactor	PIKXkSJByg4	Poi Pendulums: 5 Levels of Skill
DrexFactor	TwJG-kjT4mk	Guess - Led Poi Dance Performance by Drex
DrexFactor	p7T6xGbi7rA	5 Poi Pendulum Patterns for Beginners
DrexFactor	lUwQT8oM8cA	From Beginner to Pro: Poi Pendulum Tutorial for All Levels
DrexFactor	YFgt6OHi53k	Apple - Poi Light Dance by DrexFactor Poi
DrexFactor	RS5cr7zEb6g	I Don't Wanna Wait - Poi Light Show
DrexFactor	sr6SG-9atEU	Poi Dance Moves: 5 Difficulty Levels
DrexFactor	Xwh6JoTXDTk	Beginner Poi Dance Moves | 5 Easy Steps to Enhance Your Flow!
DrexFactor	B_NhKVLvhWY	Poi Light Show - Good Luck Babe Performance
DrexFactor	1Pmaf9P0ZLI	What Comes Next: Poi Body Tracer (Vertical Snakes)
DrexFactor	ZfQpjYyvbSU	Flowtoys Poi Light Show - 360 Choreography
DrexFactor	-QUOLJ0zKNA	Learn Poi Spinning: Mastering Split-Time
DrexFactor	SmMQJeJKcX8	Poi Body Tracing: 5 Difficulty Levels
DrexFactor	3BUmmdq6aO8	Poi Flow Performance - "Talk Talk" Charli XCX Choreography
DrexFactor	aahQPKTI8_g	6 Poi Body Tracing Transitions
