channel	video_id	title
DrexFactor	7PZz8aHrfec	Poi Choreography: Beginner Combo Lesson
DrexFactor	vkCX72qiCeE	Top 10 Poi Spinning Videos of the 2010s!
DrexFactor	tuP84OVm-_A	Georgetown Glow Flow | Poi Dancing from DrexFactor Poi
DrexFactor	M3eU92DK3Yc	Patreon Rewards Ideas That Work!
DrexFactor	0Og8JfEfbQ0	The Secret to Poi Meltdowns (Poi Lessons Intermediate)
DrexFactor	LWe8Hjtnbik	Top 10 Favorite Poi Spinners of 2019 Voting Video
DrexFactor	ijGqlgU_uCE	The Best Programmable Poi: 2019 Buyers Guide & Review
DrexFactor	10t20lbhleA	Profiles in Poi: Alien Jon
DrexFactor	KAdJlpOtgFI	December Tutorial Challenge & November Challenge Winner!
DrexFactor	O74cEJ5gzRc	3 Tips for Poi Stall Chasers (Intermediate Poi Tricks)
DrexFactor	Kd9kKbw_eqU	Thankful to Still be Here (My Battle with Depression)
DrexFactor	WyL3iWfrXkg	Contact Poi 101: Fishtails (Advanced Poi Tricks)
DrexFactor	8TWK1Uu2EjE	Your First Fire/LED Gig: What You Need to Know!
DrexFactor	pwOlcgR9kJA	Contact Poi 101: Frontside Angel Rolls (Advanced Poi Tricks)
DrexFactor	8Q8KWfKDKoA	Neopoi 32 Review: Programmable LED Poi
DrexFactor	5_j4wFTk19U	Contact Poi 101: Horizontal Plane Rolls (Intermediate Poi Tricks)
DrexFactor	g-CpToCuHo8	November Tutorial Challenge & October Challenge Winners!
DrexFactor	jM-FwRae1pE	Contact Poi 101: Folding Lines (Intermediate Poi Tutorial)
DrexFactor	X_bap1zVZ-0	Flow Artist Reviews: iPhone 11 Pro Vs Sony A6500
DrexFactor	DY-rq2rCJ9Q	Contact Poi 101: Outer Arm Roll Tutorial (Beginner Poi Tricks)
DrexFactor	CZO61IJCe3Q	Corrupt or Community? Are companies in the Flow Arts ripping you off?
DrexFactor	JESoA3nbeX8	Contact Poi 101: Basic Arm Roll Tutorial (Beginner Poi Tricks)
DrexFactor	MnQCOkrcyEY	When Am I Ready to Perform?
DrexFactor	MrlbVxT27qQ	Multiprop Poi Choreography Combo Challenge (Beginner)
DrexFactor	5oghe11KcJM	"Salvation" | The Strumbellas - Fire Poi Flow
DrexFactor	Iaz89gwPHGM	Dark Monk Fire Poi Review
DrexFactor	-P9UL2UzeIg	DrexFactor Tutorial Challenge Oct 2019
DrexFactor	PWCTFARX4pw	Poi Explainer: What are Hybrids? (intermediate and advanced poi tricks)
DrexFactor	RY6fCMuIPT0	How I Found My Flow
DrexFactor	J0ZhdzoJrCY	Top 5 2 Poi 1 Hand Tricks YOU Should Know!
DrexFactor	6Wc1KmlkP48	Crispy Clowns Fire Poi Review
DrexFactor	9ip3Jb9N_ZA	Poi Dancing Tutorial: Antispin Turns (Cha�n�s)
DrexFactor	-ewmGyNfP74	A1 Graphic Poi Razor 160: Programmable Poi Review
DrexFactor	kpTonflZENU	Boston Partner Poi (feat Liz Knights)
DrexFactor	VGccdOCSFQ4	Fire Fans Tutorial: Basic Safety Procedures
DrexFactor	CpbUEOYPBj8	Basic Fire Hoop Safety
DrexFactor	B0ai2xwOj2s	Fire Rope Dart Tutorial: Basic Fire Spinning Safety
DrexFactor	d4hZw1b5DSM	Fire Dancing Safety: Basic Fire Spinning Safety Equipment
DrexFactor	XrMM-litj2g	Hackers, Makers, and Innovation in the Flow Arts
DrexFactor	AI4vhkklH5I	Dragon Staff Fire Spinning Safety
DrexFactor	9bOqy4dPmOE	Essential Fire Poi Safety
DrexFactor	k-81VbfLmP4	Fire Dancing Safety: How to Put Out Props
DrexFactor	wTP-LNnoB2s	Burning Man Guide: Flow and Fire Arts on Playa
DrexFactor	yTtoJ4zuPR4	LED Contact Poi Flow - "Pynk" | Janelle Mon�e Orb Poi from Ultrapoi
DrexFactor	REAVvKIaUW0	50K Subs Q&A Session!
DrexFactor	rDJc3GyhOXE	Fire Safety Blanket Review: Large and Quilted Blankets from Mayday Atl
DrexFactor	0hV_cMyog34	5 MORE Poi Body Tracers You Should Know!
DrexFactor	3LUP_Oe8GtA	LED Contact Poi Review & Unboxing: Orb Poi from Ultrapoi
DrexFactor	rg0INhj3cC4	Intermediate Tech Poi Tricks: The 3 Inversions
DrexFactor	-pJsdxcNLBY	50K Subscribers Q&A Announcement
DrexFactor	EA5a75nsKE8	The Secret to Poi Archer Weave and Fountains (Intermediate Body Tracing Tutorial)
DrexFactor	ZX2Nki7-3pk	Are the Flow Arts Circus?
DrexFactor	ojXLwt1X-j4	Poi Choreography Tutorial: Intermediate Poi Dancing
DrexFactor	kwDVZ1UAK3U	"Whatever it Takes" - Poi Dance Choreography by DrexFactor Poi
DrexFactor	7XLizuNfYbI	The Future of the Fire Festivals
DrexFactor	m0zFNuDLdJQ	DrexFactor Fire Poi Spinning at Firedrums 2019
DrexFactor	9Pn9sYZLfUM	Poi Dancing Tutorial: Tour Jet�s for Poi (Beginner)
DrexFactor	8PAF1PFojP4	The Math of Poi Gunslingers Flowers (Advanced Poi Tutorial)
DrexFactor	Fl7Ltwae39k	Intermediate Poi Dance Choreography: Body Tracing Edition
DrexFactor	pqurYt1bskI	To the Dearly Departed...
DrexFactor	cDcysRoBkP8	Vertical Poi Snakes Tutorial (Intermediate Body Tracing)
DrexFactor	QmUlE2FhETs	Failure is the Greatest Teacher
DrexFactor	dA54xCyWLWM	The Secret to Contact Poi Rolls (Intermediate Poi Tutorial)
DrexFactor	Bmxzz87PdIw	DrexFactor 2019 Northeast Tour - Tickets Now Available!
DrexFactor	644v13y1yTI	Tech vs Flow - the weirdest debate in the Flow Arts
DrexFactor	UN3j9FEqunk	Fire Poi Performance - DrexFactor at Catharsis on the Mall
DrexFactor	jm5TDActSLs	Mayday ATL Fire Blanket Unboxing
DrexFactor	bi-1cF25Sgs	Your First Poi Dance Lesson
DrexFactor	3Z-hIvfUOQE	Fire Dancer Reacts to Fire and Flow Arts in Game of Thrones
DrexFactor	YRaXKP118SQ	The Secret to Poi Antispin Flowers
DrexFactor	rVTva_Fpd2c	Beginners Guide to Flow and Fire Festivals
DrexFactor	XJ5t-Szejoc	5 MORE Beginner Poi Tricks You Should Know!
DrexFactor	iwUlTPaTU44	What I Learned from my Workshop Tour
DrexFactor	zf4j3CSeo6o	Reflections - Tech Poi and Poi Dance from DrexFactor Poi
DrexFactor	M6_TDk-QfYM	Poi Body Tracers Throws (Intermediate Poi Tricks)
DrexFactor	6yNHnjZshwY	How to Make Your Practice Regular
DrexFactor	f2zzTvE9xfY	Beginner Poi Combo: March Poi Dancing Tutorial
DrexFactor	9Il_GeBcSZI	Poi Gives You Permission to Move!
DrexFactor	aLLU63anUHc	3 Tips for Mastering Poi Antibrids (Intermediate Hybrid Tutorial)
DrexFactor	Z-aAXsvDJPw	A Technologies Graphic Poi Razor Unboxing
DrexFactor	NX2mEy6dlbA	"Firestarter" Fire Poi Dance tribute to Keith Flint (The Prodigy)
DrexFactor	UKucEBN72Cc	Developing Mindfulness Through Poi Spinning
DrexFactor	Se88agrKHIE	Beginner Poi Transitions Drills (Stalls Tutorial)
DrexFactor	PrxHlo78LC4	What Poi Spinning and Flow Arts have added to my life!
DrexFactor	kBw--NAMKEc	DrexFactor 2019 Midwest Workshop Tour - Tickets now Available!
DrexFactor	POoyTEvA5LY	Beginner Poi Dance Combo Tutorial
DrexFactor	i63SuWmzp18	Best Patreon Tips for 2019
DrexFactor	UugaYc1hMFc	"I Said Hi" Amy Shark | Choreography by Drex (Poi Dancing)
DrexFactor	JtnTBRcfQVE	This Makes Me SUPER Happy!
DrexFactor	8l4LU2BP4MA	The Secret to Poi Snakes & Body Tracers (Intermediate Poi Tricks)
DrexFactor	5qSO-0x31U0	How to Stay Motivated and How We Lose Motivation
DrexFactor	KlXx4rRbX9s	"Feels Like Summer" Weezer - Poi Flow by Drex MLK Day 2019
DrexFactor	Ke9lJNg9n-4	The Six Steps of Creative Evolution
DrexFactor	PyLwN9e98SQ	Poi Explainer: What are CAPs? (intermediate poi trick)
DrexFactor	-MAzWhtPY7A	A New Direction!
DrexFactor	QCRGBZs6HJQ	Poi Flow Dance - "Come Again" by Party Nails (DrexFactor Poi performance)
DrexFactor	R_KjsGHwhQE	Reflections on the Poi Top 10 List
DrexFactor	Kx12rlhr_5M	Top 10 Favorite Poi Spinners of 2018
DrexFactor	INsuf20lNI0	5 Poi Tips for Learning New Tricks
DrexFactor	1AExSYsvwHk	Warmup Poi Drills and Stretches
DrexFactor	0LsdSwXfKek	5 Poi Hybrids You Should Know!
DrexFactor	XMPAd7mPfPY	Top 10 Favorite Poi Spinners of 2018 Voting Video
DrexFactor	0bLUv7WcxKM	Poi Guide: What I Use
DrexFactor	Er7s__5YWto	Ignis Poi: Pixel 80 HD Review
DrexFactor	vclufWvjatY	Poi Gunslinger Tutorial: Wrap Entries (Advanced Poi Tricks)
DrexFactor	9G1OjqQ2xA0	Remembering Stan Lee
DrexFactor	P7AFLlS2cv8	"Wake Up Call" Nothing But Thieves | Poi Dance by Drex
DrexFactor	7bxxqdQJYoc	Poi Choreography: Intermediate Fall Combo
DrexFactor	4jI4d1sTN00	Bone Conduction Headphones Review: Conduit Motion
DrexFactor	kYoA9-g2eaY	5 Contact Poi Tricks YOU Should Know!
DrexFactor	HCZhCjKxarg	What does an Artist owe the Audience? (feat Viking Ship Draken!)
DrexFactor	0ATamb7SA1c	LED Poi Review: Gemini (Gem) Handles
DrexFactor	FKXTBOi2o_w	Poi Triquetra Tutorial (Intermediate Poi Tricks)
DrexFactor	KVY-pE6gIv4	Poi Simulation in After Effects: How to Create Trick Animations
DrexFactor	Idq47g1HFGk	lovelytheband "Broken" - Poi Dancing and Flow by Drex
DrexFactor	N9DlrXgDp2I	The 10 BEST Moments in 10 Years of DrexFactor Poi!
DrexFactor	UDOie_uC6dg	The Secret to Poi Air Wraps (Intermediate Tutorial)
DrexFactor	J91CuNz41Gs	Finding Your Purpose
DrexFactor	9XRH2adH7sY	5 Tangle Poi Tricks YOU Should Know!
DrexFactor	mq_NyJNlr4U	Intermediate Poi Combo: Split Time Same Direction Edition
DrexFactor	viHA4fb94vc	Why I Don't Like EDM
DrexFactor	DmgLe7A3yMs	Top 5 Tech Poi Videos
DrexFactor	7cB5-evMn_0	5 Poi Isolations Tricks You Should Know!
DrexFactor	2GZACQink24	The Secret to Poi Isolations (Intermediate Tutorial)
DrexFactor	bMP8Px8d8bg	Poi Choreography: Intermediate Poi Combo
DrexFactor	FLXWnKndYNk	Podpoi Review: Capsule 2.0 LED Poi Review
DrexFactor	_gWX5WSJ3TU	5 Beat Weave Tutorial for Poi (Intermediate Poi Tricks)
DrexFactor	RlypfOzmrms	Beginner Poi Combo: Pendulum Edition
DrexFactor	D3UGRGYfRf8	Visual Poi Flow -  LED Poi Dancing by Drex
DrexFactor	qr91h5t1_tU	ePoi Lite Review: LED poi from Emazinglights
DrexFactor	h9TYsOJ5idc	Ghost Trail Effect Tutorial in Adobe Premiere Pro
DrexFactor	rZ5_fnTfVmw	5 Poi Tips to Improve Your Spinning Today!
DrexFactor	QsjkgZgcGtI	Poi Choreography: Intermediate Poi Combo by DrexFactor
DrexFactor	Aqyj_Ol0h3s	Tech Poi and Poi Dance: The Road Not Taken by DrexFactor Poi
DrexFactor	bLs7MQlWwo4	5 Poi Pendulum Tricks You Should Know!
DrexFactor	Br1jUv2GTx0	Can You Spin Fire with Isopropyl Rubbing Alcohol?
DrexFactor	8FJ9N5XCqdk	Poi Dance Choreography: Intermediate Poi Combo April 2018
DrexFactor	tdN9W8UgsIQ	How to Do Linear Isolations for Poi: 1-minute tutorial
DrexFactor	jvmUebRd810	Poi Spinning Performance: Snow Flow
DrexFactor	v0UDglF4Tz0	How to do Pendulum vs Triquetra Hybrids for Poi: 1-minute tutorial
DrexFactor	Wv5j5f9gGk0	5 Poi Stall Tricks You Should Know
DrexFactor	nJRQHNNqcvE	Poi Stalls: 3 Tips for Unlocking the Secrets to Clean Stalls
DrexFactor	MtfsvJrYU34	Make Your Own Poi: DIY Practice Poi Tutorial
DrexFactor	TbZsyqCLf2E	Poi Dance Choreography: Beginner Poi Combo March 2018
DrexFactor	08U5BN11MjY	Poi Dancing: IMAGINE DRAGONS - Thunder | Choreography by Drex
DrexFactor	NvpXXZaiiG0	My First Poi Lesson #flowthoughts
DrexFactor	0GROtWwryGw	5 Poi Body Tracers You Should Know
DrexFactor	8sIM7_7YtnQ	How to Choreograph Without Music
DrexFactor	8qMvaqfYJuI	The Secret to Poi Polyrhythm Hybrids (Intermediate Tutorial)
DrexFactor	7sjPO9aX2Ww	How to Shoot Cinematic Poi Videos: Aperture and ISO Explained!
DrexFactor	eLwiVC6Vgys	Gunslinger Poi: 3 Tricks You Should Know! (Advanced Tricks)
DrexFactor	HdSVKE7KSeg	Camera Settings for Poi Spinning Videos: Frame Rate and Shutter Speed
DrexFactor	yZ22J5Jhiws	Poi Dance Choreography Tutorial | 10,000 EMERALD POOLS - B�rns
DrexFactor	34ltAowKUvU	What to Know Before Starting Patreon
DrexFactor	nkaKnlMg3M4	The Secret to Split-Time Opposites Poi Flowers - Beginner Poi Tutorial
DrexFactor	bQuLz2UdL0E	How to Find Time to Practice - Make a Date with Yourself #flowthoughts
DrexFactor	Jra8WyHdGeg	How to Bring Fire Safety to Your Community with Tara McManus
DrexFactor	pJqNHM2ogJo	DrexFactor Poi Dancing - Yucatan Flow
DrexFactor	7zzc0vHIrv8	Top 3 Behind the Back Poi Spinning Tricks You Should Know
DrexFactor	TtF_XEIl8GE	THE CRANBERRIES - Ridiculous Thoughts | Poi Dance Choreography by Drex
DrexFactor	3ZnCB2UDfsM	How to Build Your Online Audience with Mary "Blitzen" Spohn
DrexFactor	SHKvCz7aGvo	Top 10 Favorite Poi Spinners of 2017
DrexFactor	5_sY8OyhmiA	How much do Flow Artists make?
DrexFactor	ADXpWtJ3nGs	Who owns tricks? #flowthoughts
DrexFactor	_r9bY9CD4iM	Mayday Atl Safety Blanket Review
DrexFactor	8sJKgHaAE-E	ROGER CLYNE & THE PEACEMAKERS - Leave an Open Door | Drex Poi Dancing Choreography
DrexFactor	-E8zGmNC-1Y	Poi Spinning Combo Choreography: 2017 Routine
DrexFactor	bVnIn5wIbTs	How to Choreograph: Blocking 101
DrexFactor	mPR8axaF1tc	Top 10 Favorite Poi Spinners of 2017 Voting Video
DrexFactor	OF5_VF36Lqc	Help me keep my job! #netneutrality
DrexFactor	VbPj5yYcQYY	5 Tips to Improve Workshop Applications to Flow and Fire Festivals
DrexFactor	j59OvEgQ1rc	Advanced Poi Choreography Combo: November 2017
DrexFactor	dB7rjn0Q9wU	Rachael Lust on How to Go Pro with Hooping
DrexFactor	M3NsSDWntvE	Which prop is right for you?
DrexFactor	3OMS0BaGz-s	Speevers Super Soky Poi with Jupiter Ball Review
DrexFactor	OSe6R68ErTE	5 Tricks Every Beginner Poi Spinner Should Know
DrexFactor	hNpVoTtjdYQ	DrexFactor Poi Dancing and Flow: November 2017
DrexFactor	dILKlxo7vCw	Should the Flow Arts Go Mainstream? #flowthoughts
DrexFactor	CUG-j086tXs	Focus Shifts in Poi Dance
DrexFactor	SOQyhBBdLiU	How to do Horizontal Chest Rolls for Poi: 1-minute tutorial
DrexFactor	Cos8ucJ1OuM	Beginner Poi Dancing Combo: Choreography tutorial for November 2017
DrexFactor	tSEHU_ymQn4	How to do Poi Tuck Turns: 1-minute tutorial
DrexFactor	bPUvTdrpeeI	How to watch Instagram videos in Slow-Motion
DrexFactor	ohmObZamxl8	Etsy Business Tips with Olive Pizzo of Harmonic Threads :: Profiles in Flow
DrexFactor	HFYbMX2FJSk	How to do Poi Fishtails: 1-minute tutorial
DrexFactor	j_7snsAFgbY	The Best LED poi handles - 2017 buyers guide
DrexFactor	_5msftr5JMg	How to do Folding Lines for Poi: 1-minute tutorial
DrexFactor	4tmL9Zt1vY4	Poi Choreography Tutorial: October 2017 Poi Dancing Combo
DrexFactor	xNYiUzwAk9c	How to do Contact Poi Inner Arm Rolls: 1-minute tutorial
DrexFactor	Nqm9IvMKLQE	Poi Dancing Tutorial: Tempo and Dynamic Shifts
DrexFactor	2EF6FjLvdsk	How to do Basic Contact Poi Rolls: 1-minute tutorial
DrexFactor	qHquqUqHezE	How long should my poi be?
DrexFactor	Mz94nrPugvw	How to do Behind the Back Waistwraps for Poi: 1-minute tutorial
DrexFactor	Ax7ssYRfO1w	Lanternsmith Ovo Poi Handle Review
DrexFactor	s7UK--_tpwY	How to do Horizontal Cateyes for Poi: 1-minute tutorial
DrexFactor	UMrGfzMintA	Beginner Poi Dance Combo for September 2017
DrexFactor	AmwQYLokqNA	How to do Poi Windmills: 1-minute tutorial
DrexFactor	TpdOPfALSf0	Poi Dancing Tutorial: Expressive Dance and Movement
DrexFactor	VPt13FiIdxg	How to do Wall Plane Flowers for Poi: 1-minute tutorial
DrexFactor	rA8-zw9y5X8	Jessy Spin and DrexFactor Poi Flow Arts Collab
DrexFactor	Vtr0KwMKVw8	How to make Fire Poi Heads (cathedral wicks): 1-minute tutorial
DrexFactor	gEWjab_on5k	Poi Spinning Flow with Drex feat. ePoi from Emazing Lights
DrexFactor	aZQG9DERHzI	How to do Basic Poi Dancing Turns (Cha�n�s): 1-minute tutorial
DrexFactor	HioX-XDXGaU	Intermediate Poi Choreography Combo: August 2017
DrexFactor	BIrKLzfhRp4	How to do Poi Pirouettes: 1-minute tutorial
DrexFactor	mvCqXvNFuuw	Poi Dancing Tutorial: Turns and Pirouettes
DrexFactor	ajLuV-Duzvg	Drex Double Staff Flow
DrexFactor	BEfLAnpEUgY	How to Make Contact Poi: 1-minute tutorial
DrexFactor	rlxHwiLDf9Q	Visual Poi version 4 by Pyroterra Lighttoys Review & Walkthrough
DrexFactor	SRniUga7HWA	Pyroterra Lighttoys Visual Poi v4 Review
DrexFactor	sPe8lt4MUWM	How to do Poi Ground Rolls: 1-minute tutorials
DrexFactor	Y2hJ_OxUx8w	How to Build a Prop Rack or Prop Wall
DrexFactor	bYpG8ia04G8	DrexFactor Sock Poi Spinning Tech
DrexFactor	ejzUMCpsG4Q	How to do Zan's Diamond for Poi: 1-minute tutorial
DrexFactor	kcGwIGMqkI8	Poi Dancing Tutorial: How to use Levels and Level Changes
DrexFactor	19TO2NCRV4A	How to do 4-beat Corkscrews for Poi: 1-minute tutorial
DrexFactor	H66Na3i5E1M	Poi dance and flow: working with my feet!
DrexFactor	omVtgu2jJPs	Beginner Combo: Poi Choreography for July 2017
DrexFactor	b1zcc1djmaM	How to do Partner Poi Slides: 1-minute tutorial
DrexFactor	p9oNCFbegtE	Thank you! New laptop acquired!
DrexFactor	wmBSbNebops	Drex Poi Flow: Prague Castle
DrexFactor	snm2_AbtJhk	Drex's Road Diary: Czech Republic and Pyroterra
DrexFactor	mvsFmQqCliM	Drex Poi Flow: Cesky Krumlov Castle w/ Spinoptic Poi
DrexFactor	T6kkE3rOL1g	How to do Partner Poi Fold Outs: 1-minute tutorial
DrexFactor	5cbSh2K7Mng	Double Staff Tutting Framework Tutorial
DrexFactor	6Sv4JHlFBx4	How to do Partner Poi Flips: 1-minute tutorial
DrexFactor	0-YeweK85ZE	How to do Partner Poi 3-beat Weaves: 1-minute tutorial
DrexFactor	I6dwrbU-50Q	How to do Partner Poi 4-beat Weaves: 1-minute tutorial
DrexFactor	qDf0gqiIOuA	Jessy Spin Fire Fans dance Fire Drums Flow Arts Festival 2017
DrexFactor	r6QZgD5Emw4	Drex's Road Diary: Firedrums Flow Arts Festival
DrexFactor	4zmOrYZyZ8o	DrexFactor Fire Poi Flow: Firedrums festival 2017
DrexFactor	HuK9baA_l_E	Ego and the Flow Arts
DrexFactor	ZldIvIfANKQ	How to do the One-handed Mercedes for Poi: 1-minute tutorial
DrexFactor	CCIIi63p9aM	3 Poi Spinning Tricks you can do with Crossers
DrexFactor	sEWfuv53QX0	Volume Tutorial: How to Dance with Poi (ending T-Rex arms)
DrexFactor	scUBx9H1PcU	How to do Archer Weave Fountains for Poi: 1-minute tutorial
DrexFactor	Hbt996ddaQ0	3 transitions to 2 poi 1 hand or 1-handed Poi Spinning
DrexFactor	nRprjNEAuAY	Intermediate Poi Dancing Combo Tutorial: May 2017
DrexFactor	T3Qj0hZ4b00	How to do Pulse Weaves for Poi: 1-minute tutorial
DrexFactor	dlsmur482rI	3 Poi Spinning tricks you can do with Pendulum vs Triquetra hybrids
DrexFactor	KCCQBC6syg4	Spinoptic Contact Poi Spinning and Flow
DrexFactor	gext3hilwOk	Lanternsmith Spinoptic LED Contact Poi 2.0 Review
DrexFactor	rynK0EklCxI	Poi Dancing and Spinning to "Waka Waka (Metal Cover)" by Leo Moracchioli
DrexFactor	U66P-BUwqUc	How to Plan and Teach Workshops
DrexFactor	PqwdcKSRUoc	How to do Waistwraps for Poi: 1-minute tutorial
DrexFactor	az7GAILMe6U	3 Poi Tricks you can do with Body Tracing Hybrids
DrexFactor	peflPvt7wWY	Intermediate Poi Dancing Combo Tutorial: April 2017
DrexFactor	Gpx68fac550	How to do Behind the Back (BTB) Weaves for Poi: 1-minute tutorial
DrexFactor	46im7_GXKKw	3 Transitions to Horizontal Planes for Poi
DrexFactor	PS3gjSoxlBA	Footwork Tutorial: How to Dance with Poi
DrexFactor	dBn6kz_7huc	How to do 8-Step CAPs for Poi: 1-minute tutorial
DrexFactor	eY8m-pJEWs4	3 Tricks you can do with Poi Snakes
DrexFactor	s7MN-jCz0Zk	Fire Tech Poi Spinning at FLAME Festival 2017
DrexFactor	XM--eG9D_Io	Are You a Hedgehog or a Fox? Flow Arts Personality Types
DrexFactor	yDFER8azNa8	How to do a Body Tracing Hybrid for Poi: 1-minute tutorial
DrexFactor	0q04wunIQio	Ultra Poi Spinning with Ultraknobs
DrexFactor	-8EpTv5XdBs	Ultraknob Review: LED Poi Handle
DrexFactor	oIU6rPDImTA	Fire Poi Spinning Performance with Ultraknobs
DrexFactor	qiIhxfyePpE	How to do Snakes for Poi: 1-minute tutorial
DrexFactor	lH_yDFlFVKw	Learn Poi Dancing: Beginner Poi Spinning Combo
DrexFactor	LfWpZZWYWqI	How to do Yuta Stalls for Poi: 1-minute tutorial
DrexFactor	4qvKjDANke8	Initiating Movement: How to Dance with Poi
DrexFactor	Xg-_6Vk5GGU	How to do 1-handed Spiral Wraps for Poi: 1-minute tutorial
DrexFactor	LsclMHjyBWs	Why You Should Spend Money on the Flow Arts
DrexFactor	klET5dW75MU	March Poi Spinning Flow Practice
DrexFactor	4-B4tN88AVg	How to do Gunslinger Flowers & Hybrids: Poi Gunslingers 101 Tutorial
DrexFactor	o4o9yrOx7j8	Welcome to DrexFactor Poi!
DrexFactor	yqjI6F3_7-Q	Future Poi Lite Modes Demonstration
DrexFactor	0sLnX-Tkwcs	Moodhoops Future Poi Lite and Future Poi Remote Review
DrexFactor	DaNFo0We-QI	Partner Poi Combos: Workshop notes from Justin & Christina
DrexFactor	dbThacJd8fA	How to do Gunslinger Weaves: Poi Gunslingers 101 Tutorial
DrexFactor	AcZ4j43FT2k	How to make Instagram Albums: Tips and Best Practices
DrexFactor	YIoi_uUNY-8	How to do Gunslinger Spiral Wraps: Poi Gunslingers 101 Tutorial
DrexFactor	b3rEGCgOVHI	Drex's Road Diary: Toyfair 2017
DrexFactor	Epx_4YycSG4	How to Enter Gunslingers: Poi Gunslingers 101 Tutorial
DrexFactor	nrdtPyUjeos	What are the Best Poi for Performance?
DrexFactor	QP3LKLoXX-0	How to do Horizontal Stacking for Poi: 1-minute tutorial
DrexFactor	1qbfLA-p2Oo	Learn to Poi Dance: How to do 3 combos with choreography!
DrexFactor	xEwodb87P2U	How to do Isolation vs Cateye for Poi: 1-minute tutorial
DrexFactor	zhTZu7Y5CWk	DrexFactor Winter Double Staff Tech
DrexFactor	-tihmGn2ycc	DrexFactor Winter Tech Poi Compilation
DrexFactor	0O4qteozqDk	How to do Split Time Opposite Antispin Flowers for Poi: 1-minute tutorial
DrexFactor	R_M1hr749Eg	Why I Stopped Making Poi
DrexFactor	-mN-2mDSmS8	Poi Dancing Flow - Focus on Shapes
DrexFactor	6GFEJggWFEk	Shapes vs Momentum: How to Dance with Poi
DrexFactor	sZVFM3irpFY	How to do Opposite Antispin Flowers for Poi: 1-minute tutorial
DrexFactor	ssURGeZlTO4	Future Poi Flow - Drex Poi Dance MLK Day 2017
DrexFactor	1GT6trTGpUE	How to do Orbitals for Poi: 1-Minute Tutorial
DrexFactor	Pt-QwRlaACY	Building Confidence in Your Content
DrexFactor	-SZ3nZaXSlU	How to do the Fantastic Four for Poi: 1-minute tutorial
DrexFactor	bZGSGV9oVNQ	Gunslinger Practice 12/16 Poi Spinning Tricks
DrexFactor	mMvTFnynusQ	Poi Spinning Tricks and Flow for December
DrexFactor	-XGe5zEqJN0	How to do the Vortex for Hoop: 1-minute tutorial
DrexFactor	6Tl5_9qqx5E	Top 10 Favorite Poi Spinners of 2016
DrexFactor	tOk2Mcisgyc	How to do Basic Antibrids for Double Staff: 1-minute tutorial
DrexFactor	zEW7Ky06FVc	Slow-Motion 3 Poi Spinning with Jon Alvarez! (POV GoPro footage)
DrexFactor	CpqC7yFhhdg	How to do the Superman for Poi: 1-minute tutorial
DrexFactor	qFJKrJjVt_w	How to Avoid Copyright Strikes on Facebook and Instagram
DrexFactor	trVXZX5btOA	How to do Poi Crossers: 1-minute tutorial
DrexFactor	ASzY-ypmSTo	Favorite Poi Spinners of 2016 Voting Video
DrexFactor	hdacfNXSx0Y	How to do Isolations for Poi: 1-minute tutorial
DrexFactor	Rj7VtacdrdI	LED Poi Flow to Pearl Jam w/ ePoi
DrexFactor	2O6y9cQHggs	Thoughts on IGC (International Gloving Championship)
DrexFactor	Donl2xXqBj8	How to do Isolated Throws for Poi: 1-minute tutorial
DrexFactor	sfW7fFCKinY	November Poi Flow
DrexFactor	elo5loBOPlw	How to do Inspin Throws for Poi: 1-minute tutorial
DrexFactor	oppO9DzWqJA	Don't forget to vote!
DrexFactor	R27tB71M9mY	How to do Spiral Wraps for Poi: 1-minute tutorial
DrexFactor	HfCLTaN1P_s	Luminancer Update
DrexFactor	riWzRMTGEOY	Stall Chasers for Poi: 1-minute tutorial
DrexFactor	2mzV9Z3vHEI	ePoi Playing with modes
DrexFactor	69bYHP5VMpI	ePoi Review Extras 1
DrexFactor	0DYL9ph1nDk	ePoi Review
DrexFactor	LSfXjfc80mE	How to do Stalls for Poi: 1-minute tutorial
DrexFactor	WbaHI-dao3c	Flow[space] - BEAUTIFUL Poi Dance ft Drex
DrexFactor	tsu2cPelfmw	How to do Hyperloops for Poi: 1-minute tutorial
DrexFactor	dYadU_W-RHk	How to do Airwraps for Poi: 1 Minute Tutorial
DrexFactor	ds7DyVJCHck	Double Staff 8-Step CAPs
DrexFactor	npQx8Q__5mw	Timbo Slice Double Staff PacFire 2016
DrexFactor	meHzyCHCZ2g	Kyle Ford double staff PacFire 2016
DrexFactor	gaJDYmHevLg	Drex Double Staff PacFire 2016
DrexFactor	OeN9afJBwO0	SolRiso Contact Staff PacFire 2016
DrexFactor	Z3ShV__7cjY	Drex Ignis Poi at Sonic Runway Burning Man 2016
DrexFactor	BhALqQp2j-4	Drex Fire Poi Camp Question Mark Burning Man 2016
DrexFactor	T57foPojl28	Drex's Road Diary: Burning Man 2016
DrexFactor	PGt9uKqIr5w	August Double Staff Flow
DrexFactor	DbvaJIdDR80	Ignis Pixel Programmable Poi Review
DrexFactor	Rzlr7iFeRKk	Help us bring "Emergence" to the stage!
DrexFactor	xdF8EHJDAOU	Ultra Poi Review
DrexFactor	oIrSMIV98J0	Sunshine Fire Poi Follow-up Review
DrexFactor	jrBsAOTfoGI	"California" Poi Flow Practice July 2016
DrexFactor	FxaObgU6aQE	Following Your Bliss (Isn't Enough)
